time[s],x[m],y[m],vx[m/s],vy[m/s],theta[rad],theta_dot[rad/s],gamma[rad],alpha[rad],mass[kg],mass_propellant[kg],gimbalangle[deg],nonnominalthrottle[0-1],u0,u1
36.200000000000244,304.43896964874625,6885.3319524375565,38.00338410175528,311.29432803215366,1.4433476759941677,-0.00851023328610979,1.4493156226694894,-0.005967946675321745,4544409.581216425,3279058.127041395,9.730934129971269,0.20338809091220655,1.3901334471387528,-0.5932238181755869
36.300000000000246,308.27219294909884,6916.512185564663,38.332233003525936,311.80233127106925,1.442494547775407,-0.00853128218760988,1.4484725072058646,-0.005977959430457647,4542394.186794756,3277042.732619726,9.73679402877125,0.2045250297724266,1.3909705755387498,-0.5909499404551468
36.40000000000025,312.13848439471326,6947.743407908792,38.662914456144506,312.312223441284,1.4416393200010444,-0.008552277743626048,1.4476272667374859,-0.005987946736441652,4540376.892303071,3275025.438128041,9.74257894394363,0.20566551951232803,1.3917969919919473,-0.5886689609753439
36.50000000000025,316.03802797010286,6979.02580888754,38.99543575389601,312.8240097874854,1.4407819978888525,-0.008573221121918549,1.446779909502972,-0.005997911614119555,4538357.690863094,3273006.2366880644,9.748284146426728,0.20681006481854336,1.3926120209181039,-0.5863798703629133
36.60000000000025,319.971008411239,7010.359578500882,39.32980441136101,313.33769613341775,1.4399225867230674,-0.008594111657848836,1.4459304433966262,-0.006007856673558631,4536336.574807931,3270985.1206329013,9.75390556263229,0.2079591333164288,1.3934150803760414,-0.5840817333671424
36.70000000000025,323.9376112251725,7041.744907385188,39.666028139334706,313.8532888430579,1.4390610919972757,-0.008614947257916806,1.4450788760397857,-0.006017784042509966,4534313.5357394265,3268962.0815643976,9.759439865912677,0.20911315896929406,1.3942056951303825,-0.5817736820614119
36.80000000000025,327.93802270689827,7073.181986863852,40.00411481725766,314.37079478664975,1.4381975195104666,-0.008635724868090866,1.4442252148636998,-0.00602769535323322,4532288.564580507,3266937.110405478,9.764884502817441,0.2102725451066556,1.3949835004024915,-0.5794549097866888
36.900000000000254,331.972429953419,7104.671008994906,40.344072465207184,314.8902213105317,1.4373318754155218,-0.008656440949447789,1.443369467193909,-0.006037591778387252,4530261.651622941,3264910.1974479123,9.77023766139226,0.21143766713383805,1.3957482373417516,-0.5771246657323239
37.000000000000256,336.04102087522034,7136.212166615889,40.68590921801353,315.4115762098393,1.4364641662241757,-0.008677091913461506,1.4425116403277949,-0.006047474103619166,4528232.786570923,3262881.3323958945,9.775498193278716,0.2126088749715649,1.3964997418969596,-0.5747822500568702
37.10000000000026,340.1439842055619,7167.805653386223,41.02963330341511,315.9348677033385,1.435594398775982,-0.008697674481935652,1.4416517415991619,-0.006057342823179823,4526201.958580797,3260850.504405768,9.78066550388646,0.2137864952699342,1.397237929126637,-0.5724270094601316
37.20000000000026,344.2815095081069,7199.451663827207,41.375253025450384,316.4601044098424,1.4347225801809502,-0.008718185950319382,1.4407897784261008,-0.006067198245150784,4524169.1562972125,3258817.702122184,9.785739425558022,0.21497083343411383,1.3979627750797174,-0.5700583331317723
37.30000000000026,348.45378718346467,7231.150393359792,41.72277675357737,316.9872953258507,1.4338487177463053,-0.008738624346446682,1.439925758340703,-0.006077040594397731,4522134.367885981,3256782.913710952,9.790720087694273,0.21616217549238925,1.398674298242039,-0.5676756490152215
37.40000000000026,352.6610084752034,7262.902038340215,42.072212917387304,317.51644980422225,1.432972818897468,-0.008758988488372687,1.4390596890012082,-0.006086870103740205,4520097.581063847,3254746.126888818,9.795607795666578,0.21736078982982576,1.3993725422380827,-0.5652784203403485
37.50000000000026,356.90336547583115,7294.706796093597,42.42357000627746,318.0475775338299,1.4320948911020528,-0.008779277954151943,1.4381915781887702,-0.0060966870867174006,4518058.783125422,3252707.3289503925,9.800402927435613,0.2185669288041403,1.4000575610622303,-0.5628661423917194
37.600000000000264,361.18105113314107,7326.564864945622,42.77685657309944,318.58068852024553,1.4312149418037894,-0.008799492982632976,1.437321433792118,-0.006106491988328467,4516017.960967465,3250666.5067924364,9.80510585352986,0.21978083025471218,1.4007294076471226,-0.5604383394905756
37.700000000000266,365.494259257202,7358.476444252378,43.132081240608976,319.11579306756846,1.4303329783710315,-0.00881963432757816,1.43644926378394,-0.006116285412908429,4513975.1011107415,3248623.646935713,9.80971688281703,0.2210027189110786,1.4013881261167185,-0.5579945621778428
37.80000000000027,369.8431845281519,7390.441734428532,43.48925270949901,319.6529017615359,1.4294490080622402,-0.008839703087913889,1.4355750761929358,-0.0061260681306956055,4511930.189719631,3246578.7355446033,9.81423623363853,0.22223280770409914,1.4020337476626472,-0.5555343845918017
